vacancy_link;vacancy_id;vacancy;salary;company_link;company_name;company_id;job_description;responsibilities
/ru/jobs/2555172/;2555172;Адміністратор подобової оренди;9000;/ru/jobs/by-company/786605/;no data available;786605;Мережа подобових квартир АН «LeoGrand» оголошує вакансію адміністратора подобової оренди.--Вимоги:--1. вік 25−45 років--2. Приємна зовнішність, охайний вигляд--3. Вища освіта--4. знання АНГЛІЙСЬКОЇ мови--Умови роботи:--1. Графік 2 дні через 2 з 9:00 до 21:00 (15 робочих днів на місяць)--Обов’язки:--1. Приймати та своєчасно обробляти інформацію по заброньованих апартаментах--2. Забезпечувати своєчасне поселення гостей в квартири та їх виселення--3. Координувати та контролювати роботу покоївок--4. Звітність та ведення каси--Ми гарантуємо офіційне працевлаштування та повний соціальний пакет!--Звертатися за номером:--Показать телефонМарія Степанівна--;no data available
/ru/jobs/2444750/;2444750;Водитель такси на авто компании;25000–50000;/ru/jobs/by-company/1016585/;no data available;1016585;"Опис вакансії--СлужбаТакси«808»предлагает на выбор водителя работу на условиях:--Служба--Такси--«808»--предлагает на выбор водителя работу на условиях:--🚖 Работа на наших парковых автомобилях с покрытием всех затрат компанией--🚕 Работа на арендованом у нас авто--🛒 Работа на нашем автомобиле «под выкуп»--Условия работы на наших парковых автомобилях:--1.🚀 Комфортабельные автомобили: Toyota Corolla 2016−2018, Volkswagen Polo Sedan 2018−2020, Skoda Fabia 2012−2016. Машины на механической коробке передач.--2. 📆 График работы на выбор водителя: по 12 часов: дневные либо ночные смены. Или суточный (сутки/сутки или сутки/двое);--3. 📈 Стабильно высокий доход и ежемесячные премии.--4. 💸 Прозрачная и честная выплата вашего заработка. Выплачиваем сразу после смены либо 2 раза в месяц;--5. 🧑‍🤝‍🧑 Работу в хорошем и дружном коллективе;--6. 🧰 Заправка газом/бензином, обслуживание автомобиля, мойка, оплата комиссии по заказам и пополнение служебного телефона за счет компании;--7. 📤 Гарантированно обеспечим заказами (максимальный простой от заказа к заказу не превышает 15 минут);--7. 💸 Прозрачная и честная выплата вашего заработка. Выплачиваем сразу после смены либо 2 раза в месяц;--8. 🏰 Иногородним помогаем с проживанием;--9. Минимальное время на выполнение заказов, отныне вы не стоите в пробках а объезжаете их по полосе для общественного транспорта целиком законно!;--10. Полное отсутствие каких-либо комиссий за заказы, все честно и прозрачно;--11. Гарантированная выплата процентов (нет планов);--Требования к кандидату:--👨‍🎓 стаж работы водителем в такси необязателен;--🥇 водительский стаж не менее 1 года;--👨‍💼 пунктуальность и дисциплинированность;--🥼 опрятный внешний вид;--📊 желание работать и зарабатывать.--Условия работы:--👨‍🏫 Сопровождение и поддержка квалифицированными логистами 24/7;--📟 Обеспечение телефоном с GPS-навигатором;--🧑‍🤝‍🧑 Водитель закрепляется за определенным автомобилем и работает в паре со сменщиком;--✔ Для удобства водителей у нас 5 офисов на правом и левом берегу г. Киева.--🔗 Работаем каждый день! Без выходных!--💰 Для постоянных водителей также есть возможность оформить авто «под выкуп» или взять автомобиль в аренду.--📞 Детальная информация по телефону:Показать телефон--";no data available
/ru/jobs/4559012/;4559012;Оператор слот-зала (казино);16000;/ru/jobs/by-company/1960080/;no data available;1960080;Компания «3М+» развивает легальный игорный бизнес в Украине. Мы собираем команду лучших специалистов, чтобы вместе развивать культуру азартных игр и становиться лидерами в этой области.--3М+--В связи с открытием зала с игровыми автоматами проводится набор на должность«Оператор«--«--Оператор--Требование к кандидатам:Оператор(800/12часов)--Возраст от 21 до 35--Презентабельный внешний вид--Коммуникабельность--Стрессоустойчивость--Ответственность--Умение работать в коллективе--Опыт работы в слот залах или в сфере обслуживания (будет преимуществом)--Внимание к деталям--Условия работы :--Полная занятость--Сменный график работы по 12 часов (день/ночь/48)--Своевременная выплата заработной платы--Перспектива карьерного роста--Обязанности :--Выплата выигрышей--Обслуживание клиентов--Поддержания разговора--Общение с клиентами--Работа с денежными средствами--Запись на собеседование :--НиколайПоказать телефон--;no data available
/ru/jobs/3866096/;3866096;Модель для блоггинга, стример, ведущая трансляций;40000;/ru/jobs/by-company/1686919/;LiveMe Ukraine;1686919;Аналоги нашей платформы: Instagram, Twitch.--Никаких пошлостей, программа 14+--⭐️⭐️⭐️Telegram:https://t.me/liveukr_bot--Telegram:https://t.me/liveukr_bot--https://t.me/liveukr_bot--⭐️Кого мы ждем:--Кого мы ждем:--Ты харизматичная девушка, приятной внешности с талантами (пение, танцы) умеющая удерживать и приковывать аудиторию к себе.--Ты уверенно чувствуешь себя перед аудиторией (а даже если нет — ничего страшного, прийдет с опытом))--Ты супер ответственная, на тебя можно положиться.--У тебя есть качественные фотографии--Ты знаешь английский (базовый разговорный уровень).--⭐️Что мы предлагаем:--Что мы предлагаем:--Перспективы заработка —2000$+ ежемесячно, также при активном участии в марафонах и конкурсах от нас — призы в размере от 100$ до 10000$ и возможность полететь вЛос-Анджелесна супер блогер вечеринку)--Перспективы заработка —--Лос-Анджелес--Зарабатывать, влиять на свой уровень дохода--Расти и развиваться, реализовать весь свой потенциал, Путешествовать по Миру--Работу в международной компании без привязки к офису (ты можешь работать из любой точки мира, главное — стабильный интернет и смартфон с камерой хорошего качества)--Возможность саморазвития и профессионального роста--Хорошую заработную плату--Первый месяц -Минимум 300$ || Пройдя обучение и соблюдая условия работы--⭐️Обучение проводит один из самых популярных стримеров на платформе!--При росте популярности (спустя 2−3 месяца работы по нашей методике) — Минимум 1000$ | месяц--⭐️А также для тебя:--А также для тебя:--Дружная и открытая к диалогу команда--Своевременно и в полном объеме выплачиваемая зарплата--Возможность проходить развивающие тренинги и обучение от нашей команды, актерскому мастерству, умению коммуницировать с аудиторией--Поддержка 24/7--⭐️Условия работы:--Условия работы:--Гибкий график, стабильное и долгосрочное сотрудничество--Удаленный режим работы--15 рабочих дней в месяц | 30 часов онлайн трансляций | 2 часа в день--Мы вас не ограничиваем во времени проведенном в прямых эфирах, вы всегда можете уделять трансляциям больше времени, а указанные выше условия — это минимум который нужно выполнить ведущему чтобы стать популярным стримером, с заработком >1000$ в месяц--⭐️Уважаемые девушки, если Вы заинтересованы, пишите => Telegram:https://t.me/liveukr_bot--Уважаемые девушки, если Вы заинтересованы, пишите => Telegram:https://t.me/liveukr_bot--ИЛИ ОСТАВЛЯЙТЕ ЗАЯВКУ НА ВАКАНСИЮ И ОЖИДАЙТЕ ЗВОНКА ЛУЧШЕГО МЕНЕДЖЕРА) =>ПОЛУЧИТЕ ОТВЕТЫ НА ВСЕ ВОПРОСЫ--ИЛИ ОСТАВЛЯЙТЕ ЗАЯВКУ НА ВАКАНСИЮ И ОЖИДАЙТЕ ЗВОНКА ЛУЧШЕГО МЕНЕДЖЕРА) =>--ПОЛУЧИТЕ ОТВЕТЫ НА ВСЕ ВОПРОСЫ--Стань частью нашей Команды!--;no data available
/ru/jobs/3866095/;3866095;Модель для блоггинга, стример, ведущая трансляций;40000;/ru/jobs/by-company/1686919/;LiveMe Ukraine;1686919;Аналоги нашей платформы: Instagram, Twitch.--Никаких пошлостей, программа 14+--⭐️⭐️⭐️Telegram:https://t.me/liveukr_bot--Telegram:https://t.me/liveukr_bot--https://t.me/liveukr_bot--⭐️Кого мы ждем:--Кого мы ждем:--Ты харизматичная девушка, приятной внешности с талантами (пение, танцы) умеющая удерживать и приковывать аудиторию к себе.--Ты уверенно чувствуешь себя перед аудиторией (а даже если нет — ничего страшного, прийдет с опытом))--Ты супер ответственная, на тебя можно положиться.--У тебя есть качественные фотографии--Ты знаешь английский (базовый разговорный уровень).--⭐️Что мы предлагаем:--Что мы предлагаем:--Перспективы заработка —2000$+ ежемесячно, также при активном участии в марафонах и конкурсах от нас — призы в размере от 100$ до 10000$ и возможность полететь вЛос-Анджелесна супер блогер вечеринку)--Перспективы заработка —--Лос-Анджелес--Зарабатывать, влиять на свой уровень дохода--Расти и развиваться, реализовать весь свой потенциал, Путешествовать по Миру--Работу в международной компании без привязки к офису (ты можешь работать из любой точки мира, главное — стабильный интернет и смартфон с камерой хорошего качества)--Возможность саморазвития и профессионального роста--Хорошую заработную плату--Первый месяц -Минимум 300$ || Пройдя обучение и соблюдая условия работы--⭐️Обучение проводит один из самых популярных стримеров на платформе!--При росте популярности (спустя 2−3 месяца работы по нашей методике) — Минимум 1000$ | месяц--⭐️А также для тебя:--А также для тебя:--Дружная и открытая к диалогу команда--Своевременно и в полном объеме выплачиваемая зарплата--Возможность проходить развивающие тренинги и обучение от нашей команды, актерскому мастерству, умению коммуницировать с аудиторией--Поддержка 24/7--⭐️Условия работы:--Условия работы:--Гибкий график, стабильное и долгосрочное сотрудничество--Удаленный режим работы--15 рабочих дней в месяц | 30 часов онлайн трансляций | 2 часа в день--Мы вас не ограничиваем во времени проведенном в прямых эфирах, вы всегда можете уделять трансляциям больше времени, а указанные выше условия — это минимум который нужно выполнить ведущему чтобы стать популярным стримером, с заработком >1000$ в месяц--⭐️Уважаемые девушки, если Вы заинтересованы, пишите => Telegram:https://t.me/liveukr_bot--Уважаемые девушки, если Вы заинтересованы, пишите => Telegram:https://t.me/liveukr_bot--ИЛИ ОСТАВЛЯЙТЕ ЗАЯВКУ НА ВАКАНСИЮ И ОЖИДАЙТЕ ЗВОНКА ЛУЧШЕГО МЕНЕДЖЕРА) =>ПОЛУЧИТЕ ОТВЕТЫ НА ВСЕ ВОПРОСЫ--ИЛИ ОСТАВЛЯЙТЕ ЗАЯВКУ НА ВАКАНСИЮ И ОЖИДАЙТЕ ЗВОНКА ЛУЧШЕГО МЕНЕДЖЕРА) =>--ПОЛУЧИТЕ ОТВЕТЫ НА ВСЕ ВОПРОСЫ--Стань частью нашей Команды!--;no data available
/ru/jobs/3873700/;3873700;Модель для блоггинга, стример, ведущая трансляций, прямых эфиров;40000;/ru/jobs/by-company/1686919/;LiveMe Ukraine;1686919;Аналоги нашей платформы: Instagram, Twitch.--Никаких пошлостей, программа 14+--⭐️⭐️⭐️Telegram:https://t.me/liveukr_bot--Telegram:https://t.me/liveukr_bot--https://t.me/liveukr_bot--⭐️Кого мы ждем:--Кого мы ждем:--Ты харизматичная девушка, приятной внешности с талантами (пение, танцы) умеющая удерживать и приковывать аудиторию к себе.--Ты уверенно чувствуешь себя перед аудиторией (а даже если нет — ничего страшного, прийдет с опытом))--Ты супер ответственная, на тебя можно положиться.--У тебя есть качественные фотографии--Ты знаешь английский (базовый разговорный уровень).--⭐️Что мы предлагаем:--Что мы предлагаем:--Перспективы заработка —2000$+ ежемесячно, также при активном участии в марафонах и конкурсах от нас — призы в размере от 100$ до 10000$ и возможность полететь вЛос-Анджелесна супер блогер вечеринку)--Перспективы заработка —--Лос-Анджелес--Зарабатывать, влиять на свой уровень дохода--Расти и развиваться, реализовать весь свой потенциал, Путешествовать по Миру--Работу в международной компании без привязки к офису (ты можешь работать из любой точки мира, главное — стабильный интернет и смартфон с камерой хорошего качества)--Возможность саморазвития и профессионального роста--Хорошую заработную плату--Первый месяц -Минимум 300$ || Пройдя обучение и соблюдая условия работы--⭐️Обучение проводит один из самых популярных стримеров на платформе!--При росте популярности (спустя 2−3 месяца работы по нашей методике) — Минимум 1000$ | месяц--⭐️А также для тебя:--А также для тебя:--Дружная и открытая к диалогу команда--Своевременно и в полном объеме выплачиваемая зарплата--Возможность проходить развивающие тренинги и обучение от нашей команды, актерскому мастерству, умению коммуницировать с аудиторией--Поддержка 24/7--⭐️Условия работы:--Условия работы:--Гибкий график, стабильное и долгосрочное сотрудничество--Удаленный режим работы--15 рабочих дней в месяц | 30 часов онлайн трансляций | 2 часа в день--Мы вас не ограничиваем во времени проведенном в прямых эфирах, вы всегда можете уделять трансляциям больше времени, а указанные выше условия — это минимум который нужно выполнить ведущему чтобы стать популярным стримером, с заработком >1000$ в месяц--⭐️Уважаемые девушки, если Вы заинтересованы, пишите => Telegram:https://t.me/liveukr_bot--Уважаемые девушки, если Вы заинтересованы, пишите => Telegram:https://t.me/liveukr_bot--ИЛИ ОСТАВЛЯЙТЕ ЗАЯВКУ НА ВАКАНСИЮ И ОЖИДАЙТЕ ЗВОНКА ЛУЧШЕГО МЕНЕДЖЕРА) =>ПОЛУЧИТЕ ОТВЕТЫ НА ВСЕ ВОПРОСЫ--ИЛИ ОСТАВЛЯЙТЕ ЗАЯВКУ НА ВАКАНСИЮ И ОЖИДАЙТЕ ЗВОНКА ЛУЧШЕГО МЕНЕДЖЕРА) =>--ПОЛУЧИТЕ ОТВЕТЫ НА ВСЕ ВОПРОСЫ--Стань частью нашей Команды!--;no data available
/ru/jobs/3606602/;3606602;Модель, стример, ведущая трансляций, прямых эфиров;40000;/ru/jobs/by-company/1686919/;LiveMe Ukraine;1686919;Аналоги нашей платформы: Instagram, Twitch.--Никаких пошлостей, программа 14+--⭐️⭐️⭐️Telegram:https://t.me/liveukr_bot--Telegram:https://t.me/liveukr_bot--https://t.me/liveukr_bot--⭐️Кого мы ждем:--Кого мы ждем:--Ты харизматичная девушка, приятной внешности с талантами (пение, танцы) умеющая удерживать и приковывать аудиторию к себе.--Ты уверенно чувствуешь себя перед аудиторией (а даже если нет — ничего страшного, прийдет с опытом))--Ты супер ответственная, на тебя можно положиться.--У тебя есть качественные фотографии--Ты знаешь английский (базовый разговорный уровень).--⭐️Что мы предлагаем:--Что мы предлагаем:--Перспективы заработка —2000$+ ежемесячно, также при активном участии в марафонах и конкурсах от нас — призы в размере от 100$ до 10000$ и возможность полететь вЛос-Анджелесна супер блогер вечеринку)--Перспективы заработка —--Лос-Анджелес--Зарабатывать, влиять на свой уровень дохода--Расти и развиваться, реализовать весь свой потенциал, Путешествовать по Миру--Работу в международной компании без привязки к офису (ты можешь работать из любой точки мира, главное — стабильный интернет и смартфон с камерой хорошего качества)--Возможность саморазвития и профессионального роста--Хорошую заработную плату--Первый месяц -Минимум 300$ || Пройдя обучение и соблюдая условия работы--⭐️Обучение проводит один из самых популярных стримеров на платформе!--При росте популярности (спустя 2−3 месяца работы по нашей методике) — Минимум 1000$ | месяц--⭐️А также для тебя:--А также для тебя:--Дружная и открытая к диалогу команда--Своевременно и в полном объеме выплачиваемая зарплата--Возможность проходить развивающие тренинги и обучение от нашей команды, актерскому мастерству, умению коммуницировать с аудиторией--Поддержка 24/7--⭐️Условия работы:--Условия работы:--Гибкий график, стабильное и долгосрочное сотрудничество--Удаленный режим работы--15 рабочих дней в месяц | 30 часов онлайн трансляций | 2 часа в день--Мы вас не ограничиваем во времени проведенном в прямых эфирах, вы всегда можете уделять трансляциям больше времени, а указанные выше условия — это минимум который нужно выполнить ведущему чтобы стать популярным стримером, с заработком >1000$ в месяц--⭐️Уважаемые девушки, если Вы заинтересованы, пишите => Telegram:https://t.me/liveukr_bot--Уважаемые девушки, если Вы заинтересованы, пишите => Telegram:https://t.me/liveukr_bot--ИЛИ ОСТАВЛЯЙТЕ ЗАЯВКУ НА ВАКАНСИЮ И ОЖИДАЙТЕ ЗВОНКА ЛУЧШЕГО МЕНЕДЖЕРА) =>ПОЛУЧИТЕ ОТВЕТЫ НА ВСЕ ВОПРОСЫ--ИЛИ ОСТАВЛЯЙТЕ ЗАЯВКУ НА ВАКАНСИЮ И ОЖИДАЙТЕ ЗВОНКА ЛУЧШЕГО МЕНЕДЖЕРА) =>--ПОЛУЧИТЕ ОТВЕТЫ НА ВСЕ ВОПРОСЫ--Стань частью нашей Команды!--;no data available
/ru/jobs/4541952/;4541952;Інженер з кошторисної роботи;no data available;/ru/jobs/by-company/1120903/;no data available;1120903;"Група компанійАВТОСТРАДА— це велике сучасне українське підприємство, в якому запроваджено усі європейські стандарти якості.--Група компаній--АВТОСТРАДА--Ми виконуємо капітальний ремонт і будівництво будь якої складності. Наша запорука успіху — особистий парк нової техніки найкращих світових виробників та сильна команда професіоналів з великим досвідом роботи.--У зв’язку з розширенням штату оголошуємо конкурс на посаду:Інженера з кошторисної роботи--У зв’язку з розширенням штату оголошуємо конкурс на посаду:--Інженера з кошторисної роботи--Вимоги:--вища освіта;--досвід на посаді інженера з кошторисної роботи, кошторисника в сфері промислового та цивільного будівництва ;--знання норм і ведення виконавчої документації;--вміння читати креслення;--знання будівельних норм та правил;--вільне володіння необхідними робочими програмами AutoCad, Adobe Acrobat, АВК 5; MS Office.--Обов’язки:--Складання проектно-кошторисної документації, договірних цін та актів виконаних ремонтних робіт офісного приміщення ;--розрахунок об`ємів виконаних робіт;--перевірка актів виконаних робіт від підрядних організацій;--участь в інших проектах.--Умови праці:--офіційне працевлаштування та соціальні гарантії згідно КЗпП України;--медичне страхування;--п’ятиденний робочий тиждень з можливістю повної та часткової зайнятості;--цікава та динамічна робота в компанії, що стрімко розвивається;--можливість зростати разом з компанією.--Дізнатися про компанію більше:--Facebookhttps://www.facebook.com/Autostrada.tadegroup--Facebook--Сайт компаніїhttps://autostrada.com.ua--Сайт компанії--Чекаємо на Ваші резюме, із зазначенням бажаного рівня з/п.--";no data available
/ru/jobs/4447477/;4447477;Програміст (Middle PHP, PostgresSQL);27500–41000;/ru/jobs/by-company/711545/;Amazon Partner Company;711545;Требования:--Требования--PostgreSQL (или любого SQL + желание работать с PostgreSQL) — сильный скил--php — сильный скилл--html + javascript — средний скилл--умение работать с git--javascript — базовое понимание одного из фронт фреймворков react, angular, vue--умение создавать и работать с api--понимание mvc архитектуры приложений--желателен опыт разработки e-commerce проектов--Вид деятельности:--Разработка и поддержка приложений компании--Условия работы:--Удаленная работа--Работа в команде программистов 3−5 человека--Работа над проектами для компании из США--Ищем кандидатов по всей Украине--;no data available
/ru/jobs/4390620/;4390620;Програміст (Middle PHP, PostgresSQL);27500–41000;/ru/jobs/by-company/711545/;Amazon Partner Company;711545;Требования:--Требования--PostgreSQL (или любого SQL + желание работать с PostgreSQL) — сильный скил--php — сильный скилл--html + javascript — средний скилл--умение работать с git--javascript — базовое понимание одного из фронт фреймворков react, angular, vue--умение создавать и работать с api--понимание mvc архитектуры приложений--желателен опыт разработки e-commerce проектов--Вид деятельности:--Разработка и поддержка приложений компании--Условия работы:--Удаленная работа--Работа в команде программистов 3−5 человека--Работа над проектами для компании из США--Ищем кандидатов по всей Украине--;no data available
/ru/jobs/4447485/;4447485;Програміст (Middle PHP, PostgresSQL);27500–41000;/ru/jobs/by-company/711545/;Amazon Partner Company;711545;Требования:--Требования--PostgreSQL (или любого SQL + желание работать с PostgreSQL) — сильный скил--php — сильный скилл--html + javascript — средний скилл--умение работать с git--javascript — базовое понимание одного из фронт фреймворков react, angular, vue--умение создавать и работать с api--понимание mvc архитектуры приложений--желателен опыт разработки e-commerce проектов--Вид деятельности:--Разработка и поддержка приложений компании--Условия работы:--Удаленная работа--Работа в команде программистов 3−5 человека--Работа над проектами для компании из США--Ищем кандидатов по всей Украине--;no data available
/ru/jobs/4447480/;4447480;Програміст (Middle PHP, PostgresSQL);27500–41000;/ru/jobs/by-company/711545/;Amazon Partner Company;711545;Требования:--Требования--PostgreSQL (или любого SQL + желание работать с PostgreSQL) — сильный скил--php — сильный скилл--html + javascript — средний скилл--умение работать с git--javascript — базовое понимание одного из фронт фреймворков react, angular, vue--умение создавать и работать с api--понимание mvc архитектуры приложений--желателен опыт разработки e-commerce проектов--Вид деятельности:--Разработка и поддержка приложений компании--Условия работы:--Удаленная работа--Работа в команде программистов 3−5 человека--Работа над проектами для компании из США--Ищем кандидатов по всей Украине--;no data available
/ru/jobs/4570211/;4570211;Менеджер транспортно-экспедиторской деятельности;no data available;/ru/jobs/by-company/1900939/;N`UNIT;1900939;Вимоги: Требуется, мужчина от 25 до 45 лет, уверенный пользователь пк (MS Office, Internet, 1С, Excel), имеющий водительское удостоверение категории «В» и личное авто.--Вимоги--Умови роботи: текущий график.--Умови роботи--Обов’язки:--Обов’язки--Оформление документов, связанных с отгрузкой и поступлением груза на склад (жд и авто доставка), введение ежедневного учета.--Деловая переписка с клиентами. Использование авто в служебных целях.--;no data available
/ru/jobs/4506421/;4506421;HR-менеджер;20000–30000;/ru/jobs/by-company/1951295/;no data available;1951295;Наша компания Liberty Corporation в поисках крутого HR-менеджера 📌--В связи с расширением набираем новых сотрудников молодых, амбициозных, которые не хотят сидеть на месте, а готовы работать на результат. Если это именно ты, тогда ты нам и нужен!--Рассматриваем кандидатов без опыта работы⚡️--Рассматриваем кандидатов без опыта работы--В обязанности будет входить:--Поиск кандидатов--Проведение собеседований--Желание обучаться новому и старательно работать 💥--Что мы можем предложить? Фиксированная ставка 20000  + бонусы--График работы с 9:00—19:00 5/2--Молодой классный коллектив--Офис в самом сердце Киева — Ⓜ️Тараса Шевченко--Заинтересовало? Скорей к нам в команду!--Показать телефонНика 💥💥💥--;no data available
/ru/jobs/4570204/;4570204;Оператор чата в брачное агентство;27000–81000;/ru/jobs/by-company/1906549/;no data available;1906549;"В нашу молодую и быстро растущую команду требуется операторы чата.--Мы ищем трудолюбивых, дисциплинированных, целеустремленных и креативных сотрудников.--Нам нужны лучшие кадры! С огромным желание зарабатывать и расти вместе с нами!--Требования:--Требования--Девушка с грамотно поставленной речью, приятным голосом от 21 до 30 лет;--Умение быстро печатать и оперативно принимать решения;--Стрессоустойчивость и многозадачность;--Ноутбук с стабильным интернетом;--Свободное владение ПК;--Пунктуальность;--Обязательно знание английского языка (Intermediate);--Знание Арабского и Немецкого приветствуется;--Опыт в продажах также приветствуется.--Условия работы:--Условия работы--Работа полностью удалённая;--12−16 часовая смена;--Примерное время работы: с 14:00 до 3:00 ночи;--График 1/1, или 2/2;--Оплачиваемая стажировка;--Ставка +%;--Быстрый карьерный рост;--Своевременные выплаты раза в месяц, с возможностью аванса;--ЗП привязана к доллару;--Через 2−3 месяца на этой должности вы будете зарабатывать, гарантированно от 1 500$ до 3 000$.--Обязанности:--Обязанности--Переписка в онлайн чате;--Ведение бухгалтерии и отчетности;--Ответственность, порядочность и пунктуальность в работе.--";no data available
/ru/jobs/2818691/;2818691;Кухар-універсал;11000–13000;/ru/jobs/by-company/256676/;no data available;256676;Вимоги:--досвід від одного року--профільна освіта--швидкість приготування страв згідно технологічних карт--акуратність та уважність.--Умови роботи:--графік 5/2 с 8.00 до 16.00,. зарплата виплачується два рази в місяць (своєчасно),--відпустка 24 календарні дні,--безкоштовне харчуван--Обов«язки:--приготування страв згідно технологічних карт,--підтримання порядку наробочому місці,--дотримання санітарних норм.--телПоказать телефон--;no data available
/ru/jobs/4372338/;4372338;Специалист технической поддержки;10000–15000;/ru/jobs/by-company/319050/;Бинотел, ООО;319050;"Кто мы?--Мы IT-компания, которая предоставляет услуги бизнес телефонии, вместе с набором умных инструментов для повышения продаж и уровня клиентского сервиса. У нас 400 сотрудников, 20000 клиентов, и мы реально лучшие на этом рынке!--Кого мы ищем?--Инженера, который будет отвечать на звонки действующих клиентов, помогать им в настройке телефонии и оборудования, также передавать письменные запросы на вторую линию поддержки.--Чем ты будешь заниматься:--отвечать на телефонные звонки на первой линии поддержки;--настраивать виртуальную АТС в наших внутренних инструментах;--консультировать клиентов как правильно пользоваться нашим продуктом;--проводить первичную диагностику трудности клиента;--передачей задач на вторую и третью линии поддержки.--Почему ты захочешь к нам в Binotel? Всё очень просто:--ничем незаменимый опыт в IT направлении;--своевременную выплату ЗП, официальное трудоустройство, оплачиваемый отпуск и больничные;--график работы: пятидневка с 09:30 до 18:30, 09:00—18:00, 08:00—17:00, 10:00—19:00;--бесплатное обучение и постоянное развитие;--турниры по футболу, занятия йогой и другие активности;--комната отдыха с игровой приставкой PlayStation;--дружный коллектив и руководитель, который всему научит;--team buildings и корпоративы;--комфортное рабочее место в современном офисном центре, где всё обустроено для комфортной работы!--Ты наш идеальный кандидат, если ты:--хочешь работать в сфере IT;--свободное владение русским и украинским языками;--обладаешь грамотной устной и письменной речью;--ты — клиентоориентирован;--хочешь развиваться каждый день;--понимаешь как работать в команде;--Всему обучим и поможем стать инженером бизнес-телефонии!--Скорее жми «Откликнуться на вакансию»! :)--";no data available
/ru/jobs/4548275/;4548275;Trainee, Junior IT-рекрутер, менеджер по подбору персонала;no data available;/ru/jobs/by-company/823557/;ITExpert;823557;"Привет!--Рекрутинговое агентство ITExpert ищет себе в команду юного, но смышленого, жадного к знаниям Trainee/Junior IT Recruiter--У нас работает команда классных, веселых, креативных ребят: Нам есть, что тебе рассказать и чему научить.--Чем мы занимаемся?--Помогаем крупным и небольшим It компаниям найти и нанять крутых IT специалистов.--Основным заданием будет поиск кандидатов на вакансии по заданным критериям и управление внутренней базой кандидатов.--Если точнее, ты будешь заниматься:--активным поиском кандидатов на рабочих ресурсах по заданным параметрам;--написанием писем потенциальным кандидатам;--ведением внутренней базы кандидатов;--генерированием новых идей для поиска кандидатов.--От тебя ожидаем:--большое желание развиваться в рекрутинге, твой предыдущий опыт неважен;--готовность учиться и быстро схватывать материал;--в течении первого месяца работы овладеть техникой поиска информации и ресурсов в рекрутинге;--к концу первого месяца работы научиться составлять крутые письма и описание вакансий.--Почему мы?--Предлагаем медицинское страхование.--Для обучения новой профессии в IT-сфере тебе не нужно платить деньги за курсы — мы всему обучим с нуля;--Предлагаем свободный доступ к нашей библиотеке, которая постоянно пополняется;--Любим посещать тематические мероприятия;--Свободная форма одежды и мыслей;--Ну очень дружный и добрый коллектив;--Офис в 12 минутах ходьбы от м. Левобережная.--В сопроводительном письме к отклику обязательно укажи, пожалуйста:--Краткое письмо: почему ты хочешь стать рекрутером? и твои зарплатные ожидания. Без данной информации резюме рассматриваться не будут.--Если у тебя есть ссылка на профиль в linkedin, можешь ее указать.--";no data available
